CustomerID,Platform,Age,AgeGroup,Gender,Location,AccountAge_Months,SignupDate,PreferredLanguage,SubscriptionType,PaymentMethod,PaymentPlan,RenewalStatus, MonthlyCharges_INR , TotalCharges_INR ,PaymentDelays,FailedPayments,No_of_Subscription-Pauses,Referred_to_Friend,Avg_Monthly_WatchTime,Weekly_WatchedTime,Sessions_PerMonth,Avg_SessionDuration_Mins,No_of_ActiveDays,Last_LoginDate,No_of_InactiveDays,Content_Completion_Rate,Videos_Watched,Genres_Viewed,WatchlistSize,NumDownloads,PlatformFriends,DeviceRegistered,BufferingFrequency,PlaybackErrors,ServiceFailureCount,NetworkType,SupportTicketsPerMonth,SatisfactionScore,NetPromoterScore,ThumbsUp,ThumbsDown,AdEngagementRate_%,ChurnLabel,ChurnReason
CUST00451,Netflix,26,25-34,Male,Chennai,19,2022-05-19,Malayalam,Standard,UPI,Monthly,Yes, ₹ 339.90 ," ₹ 6,167.12 ",0,0,0,Yes,990  min,230.2  min,27,25.6,5  days,2023-12-21,11  days,65.8  %,60  nos,Sports,5,9,6,Smart TV,5,1,2,4G,1,3,3,30,4,0,0,N/A
CUST00452,SonyLiv,36,35-44,Female,Hyderabad,33,2021-04-03,Marathi,Premium,UPI,Annual,Yes, ₹ 482.34 ," ₹ 15,538.72 ",1,0,0,No,1368  min,318.1  min,9,31.1,18  days,2023-12-26,6  days,88.7  %,56  nos,Action,10,5,0,Laptop,3,0,1,4G,2,3,6,34,0,0,0,N/A
CUST00453,JioHotstar,48,45-54,Male,Hyderabad,56,2019-05-14,English,Standard,UPI,Monthly,Yes, ₹ 309.50 ," ₹ 17,229.95 ",0,1,0,No,1443  min,335.6  min,30,72.7,9  days,2023-12-16,16  days,8.6  %,29  nos,Romance,18,7,7,Mobile,3,1,1,5G,0,3,9,30,11,0,0,N/A
CUST00454,Amazon Prime,36,35-44,Female,Bangalore,30,2021-06-17,Marathi,Premium,Net Banking,Monthly,Yes, ₹ 501.03 ," ₹ 14,729.78 ",0,1,0,No,944  min,219.5  min,9,68.3,12  days,2023-12-31,1  days,75.6  %,40  nos,Sci-Fi,16,4,1,Smart TV,2,0,0,WiFi,2,3,0,15,5,0,0,N/A
CUST00455,JioHotstar,40,35-44,Female,Delhi,57,2019-04-19,Tamil,Premium,Debit Card,Monthly,Yes, ₹ 516.51 ," ₹ 28,617.14 ",0,1,1,No,553  min,128.6  min,5,22.1,23  days,2023-12-26,6  days,61.9  %,44  nos,Sci-Fi,10,2,5,Laptop,1,0,0,4G,1,3,8,25,11,0,0,N/A
CUST00456,Netflix,30,25-34,Male,Bangalore,1,2023-11-26,Kannada,Basic,Credit Card,Quarterly,Yes, ₹ 168.62 , ₹ 149.64 ,0,1,0,No,1377  min,320.2  min,7,23.6,10  days,2023-12-25,7  days,66.5  %,27  nos,Comedy,7,4,1,Laptop,2,3,1,4G,2,3,1,33,4,48.3,0,N/A
CUST00457,Amazon Prime,38,35-44,Male,Bangalore,18,2022-06-17,Tamil,Premium,UPI,Annual,Yes, ₹ 510.80 ," ₹ 8,386.90 ",1,0,0,Yes,1104  min,256.7  min,20,26.3,16  days,2023-12-19,13  days,64.4  %,44  nos,Documentary,28,10,4,Tablet,1,2,0,5G,1,3,4,20,6,0,0,N/A
CUST00458,ZEE5,29,25-34,Female,Lucknow,43,2020-05-28,Telugu,Family,Wallet,Monthly,Yes, ₹ 667.44 ," ₹ 25,121.42 ",1,0,2,No,848  min,197.2  min,18,64.7,18  days,2023-12-29,3  days,57.8  %,51  nos,Documentary,13,12,2,Smart TV,3,1,0,WiFi,0,3,4,18,4,0,0,N/A
CUST00459,Netflix,28,25-34,Female,Mumbai,50,2019-11-22,Gujarati,Standard,UPI,Monthly,Yes, ₹ 297.98 ," ₹ 12,929.01 ",0,0,0,No,699  min,162.6  min,16,15.7,21  days,2023-12-23,9  days,46.8  %,66  nos,Thriller,15,3,4,Tablet,2,2,0,5G,0,3,7,32,0,0,0,N/A
CUST00460,JioHotstar,32,25-34,Male,Pune,59,2019-02-13,Telugu,Standard,Wallet,Monthly,Yes, ₹ 347.72 ," ₹ 18,725.50 ",2,0,0,No,365  min,84.9  min,17,72.4,13  days,2024-01-01,0  days,68.3  %,34  nos,Comedy,16,4,5,Mobile,3,1,0,3G,0,3,7,32,16,0,0,N/A
CUST00461,Amazon Prime,36,35-44,Male,Lucknow,47,2020-01-31,Malayalam,Basic,Credit Card,Annual,No, ₹ 149.01 ," ₹ 6,370.59 ",0,1,0,Yes,837  min,194.7  min,25,36.5,22  days,2023-12-23,9  days,45.8  %,47  nos,Documentary,3,2,3,Laptop,3,3,0,4G,2,3,9,11,12,42.7,0,N/A
CUST00462,Netflix,29,25-34,Male,Hyderabad,17,2022-08-09,Malayalam,Family,Wallet,Annual,No, ₹ 627.12 ," ₹ 10,018.55 ",0,0,0,No,925  min,215.1  min,25,30.1,8  days,2023-12-30,2  days,55.7  %,64  nos,Action,16,4,3,Mobile,0,0,0,4G,0,3,3,22,11,0,0,N/A
CUST00463,ZEE5,33,25-34,Female,Bangalore,39,2020-10-13,Hindi,Standard,UPI,Monthly,No, ₹ 325.23 ," ₹ 12,451.66 ",0,0,0,Yes,443  min,103  min,24,47,5  days,2023-12-30,2  days,41.2  %,51  nos,Horror,32,3,2,Laptop,1,1,0,WiFi,0,3,7,27,11,0,0,N/A
CUST00464,Amazon Prime,25,25-34,Non-Binary,Ahmedabad,60,2019-01-12,Bengali,Premium,UPI,Monthly,No, ₹ 497.58 ," ₹ 28,121.42 ",0,0,0,No,516  min,120  min,16,41,5  days,2023-12-30,2  days,15.4  %,17  nos,Romance,20,3,5,Smart TV,3,1,0,WiFi,1,3,8,44,9,0,0,N/A
CUST00465,JioHotstar,24,18-24,Male,Bangalore,38,2020-10-20,Malayalam,Basic,UPI,Monthly,Yes, ₹ 115.06 ," ₹ 3,887.10 ",0,0,0,No,1316  min,306  min,18,92.1,19  days,2023-12-30,2  days,20.1  %,28  nos,Documentary,0,4,0,Mobile,5,1,0,5G,1,2,8,7,11,54.4,0,N/A
CUST00466,Amazon Prime,43,35-44,Non-Binary,Jaipur,34,2021-03-14,Malayalam,Standard,UPI,Annual,Yes, ₹ 278.17 ," ₹ 8,171.87 ",0,0,1,No,965  min,224.4  min,18,61.3,9  days,2023-12-31,1  days,71.6  %,21  nos,Comedy,8,4,3,Laptop,1,3,0,4G,0,3,0,25,7,0,0,N/A
CUST00467,JioHotstar,44,35-44,Female,Chennai,40,2020-08-24,Hindi,Standard,Debit Card,Monthly,Yes, ₹ 302.34 ," ₹ 11,673.20 ",0,3,1,No,1130  min,262.8  min,9,10.5,16  days,2023-12-27,5  days,74.5  %,0  nos,Horror,23,5,1,Mobile,4,1,1,4G,0,3,6,9,1,0,0,N/A
CUST00468,Amazon Prime,31,25-34,Female,Delhi,58,2019-03-24,Marathi,Basic,UPI,Annual,Yes, ₹ 133.04 ," ₹ 7,084.42 ",0,0,0,No,1438  min,334.4  min,16,80.4,6  days,2023-12-20,12  days,66.6  %,44  nos,Reality,19,2,5,Laptop,3,0,0,WiFi,1,3,5,39,11,40.3,1,Found Alternative
CUST00469,Amazon Prime,31,25-34,Female,Lucknow,9,2023-03-13,Telugu,Premium,UPI,Monthly,No, ₹ 477.82 ," ₹ 4,135.12 ",1,0,0,No,27  min,6.3  min,21,43.3,25  days,2023-12-26,6  days,89.7  %,52  nos,Reality,27,9,6,Mobile,3,3,0,WiFi,0,3,5,31,7,0,1,Poor UX
CUST00470,SonyLiv,28,25-34,Male,Chennai,12,2023-01-03,Kannada,Premium,UPI,Annual,Yes, ₹ 497.50 ," ₹ 5,182.50 ",0,1,0,No,818  min,190.2  min,14,62.1,15  days,2023-12-27,5  days,65.2  %,49  nos,Documentary,25,7,3,Laptop,1,1,2,5G,0,5,7,33,2,0,0,N/A
CUST00471,JioHotstar,44,35-44,Male,Delhi,57,2019-04-03,Marathi,Standard,Credit Card,Annual,Yes, ₹ 308.01 ," ₹ 16,405.89 ",0,1,0,No,852  min,198.1  min,11,68.8,20  days,2023-12-29,3  days,85.6  %,48  nos,Documentary,29,3,6,Laptop,3,2,1,4G,0,4,3,58,7,0,0,N/A
CUST00472,Amazon Prime,41,35-44,Male,Hyderabad,32,2021-04-27,Telugu,Standard,Net Banking,Annual,Yes, ₹ 313.55 ," ₹ 9,502.66 ",0,0,0,Yes,42  min,9.8  min,18,32.4,14  days,2023-12-29,3  days,76.6  %,0  nos,Sci-Fi,0,6,2,Smart TV,4,0,0,5G,1,2,4,24,11,0,0,N/A
CUST00473,Netflix,35,35-44,Male,Kolkata,58,2019-03-15,Telugu,Standard,UPI,Monthly,Yes, ₹ 351.96 ," ₹ 17,489.71 ",0,0,0,Yes,1081  min,251.4  min,23,42.6,4  days,2023-12-31,1  days,67  %,70  nos,Documentary,0,4,0,Smart TV,1,0,1,4G,2,3,8,6,0,0,0,N/A
CUST00474,SonyLiv,28,25-34,Male,Lucknow,6,2023-06-18,Gujarati,Basic,Net Banking,Monthly,No, ₹ 131.22 , ₹ 768.77 ,0,0,0,Yes,748  min,174  min,24,51.7,7  days,2023-12-04,28  days,49.6  %,21  nos,Documentary,0,9,2,Tablet,2,4,0,WiFi,2,3,8,30,11,41.1,0,N/A
CUST00475,Amazon Prime,24,18-24,Female,Lucknow,56,2019-05-23,Bengali,Standard,UPI,Annual,Yes, ₹ 333.27 ," ₹ 16,082.63 ",0,0,1,No,1067  min,248.1  min,16,73.6,15  days,2023-12-31,1  days,81.9  %,32  nos,Romance,15,6,2,Tablet,5,2,0,WiFi,1,2,3,39,3,0,0,N/A
CUST00476,Netflix,28,25-34,Male,Bangalore,45,2020-03-29,Malayalam,Standard,Credit Card,Quarterly,No, ₹ 292.70 ," ₹ 12,629.98 ",0,1,1,No,758  min,176.3  min,13,95.9,24  days,2023-12-31,1  days,60  %,24  nos,Reality,16,6,6,Mobile,1,0,0,4G,1,4,8,47,10,0,0,N/A
CUST00477,Amazon Prime,29,25-34,Male,Bangalore,10,2023-03-01,Hindi,Basic,UPI,Quarterly,Yes, ₹ 165.70 ," ₹ 1,415.11 ",1,0,0,No,882  min,205.1  min,16,30.7,17  days,2023-12-28,4  days,83.3  %,26  nos,Comedy,21,4,4,Smart TV,2,1,0,WiFi,0,4,2,19,10,29.4,0,N/A
CUST00478,SonyLiv,18,18-24,Male,Kolkata,53,2019-08-09,Malayalam,Basic,Credit Card,Monthly,No, ₹ 206.48 ," ₹ 10,514.65 ",2,1,0,No,834  min,194  min,2,23.6,19  days,2023-12-29,3  days,54.5  %,77  nos,Sci-Fi,19,1,4,Smart TV,5,0,0,5G,1,3,4,33,11,38.8,0,N/A
CUST00479,Netflix,32,25-34,Female,Pune,4,2023-08-20,Marathi,Basic,Debit Card,Annual,No, ₹ 130.53 , ₹ 510.26 ,0,0,1,No,858  min,199.5  min,13,27.2,18  days,2023-12-27,5  days,42.9  %,56  nos,Reality,31,7,2,Laptop,1,1,0,3G,2,4,1,28,0,29.2,1,Content
CUST00480,Amazon Prime,41,35-44,Female,Ahmedabad,16,2022-08-15,Hindi,Standard,Credit Card,Monthly,Yes, ₹ 277.81 ," ₹ 4,373.54 ",0,0,1,No,0  min,0  min,16,5,13  days,2023-12-30,2  days,100  %,39  nos,Sci-Fi,26,8,4,Mobile,4,1,3,4G,0,4,2,5,9,0,0,N/A
CUST00481,Amazon Prime,28,25-34,Male,Bangalore,20,2022-04-22,Telugu,Standard,Credit Card,Monthly,Yes, ₹ 316.51 ," ₹ 6,031.07 ",1,1,0,No,775  min,180.2  min,21,5,21  days,2024-01-01,0  days,34.8  %,11  nos,Sci-Fi,22,2,1,Mobile,3,1,1,WiFi,1,3,8,55,6,0,0,N/A
CUST00482,ZEE5,40,35-44,Female,Hyderabad,55,2019-06-16,Malayalam,Premium,UPI,Quarterly,Yes, ₹ 484.09 ," ₹ 25,623.54 ",1,0,0,No,777  min,180.7  min,22,6.4,17  days,2023-12-25,7  days,61.1  %,51  nos,Comedy,14,6,6,Mobile,2,0,2,WiFi,3,4,2,17,8,0,0,N/A
CUST00483,SonyLiv,24,18-24,Female,Ahmedabad,21,2022-03-21,Telugu,Basic,UPI,Monthly,No, ₹ 166.20 ," ₹ 3,153.59 ",0,2,2,Yes,636  min,147.9  min,11,72.1,28  days,2023-12-28,4  days,77.2  %,30  nos,Sports,17,4,2,Mobile,5,3,0,WiFi,0,2,6,28,5,50.7,1,Found Alternative
CUST00484,Netflix,18,18-24,Male,Kolkata,24,2022-01-05,Marathi,Premium,Net Banking,Quarterly,No, ₹ 494.11 ," ₹ 11,597.88 ",0,0,0,No,1122  min,260.9  min,3,31.1,18  days,2023-12-25,7  days,72.9  %,21  nos,Reality,15,4,4,Laptop,2,2,2,4G,1,4,7,34,3,0,0,N/A
CUST00485,Amazon Prime,26,25-34,Male,Delhi,8,2023-04-30,English,Premium,UPI,Monthly,Yes, ₹ 521.40 ," ₹ 4,090.41 ",0,0,0,No,1448  min,336.7  min,0,29.4,10  days,2023-12-29,3  days,97.3  %,0  nos,Comedy,16,7,3,Laptop,2,2,1,4G,3,3,5,22,12,0,0,N/A
CUST00486,Amazon Prime,30,25-34,Female,Bangalore,45,2020-04-16,Marathi,Standard,UPI,Annual,Yes, ₹ 322.67 ," ₹ 13,247.64 ",0,0,1,No,856  min,199.1  min,12,59.6,14  days,2023-12-25,7  days,77.1  %,39  nos,Thriller,6,4,2,Laptop,5,1,0,4G,0,3,3,33,6,0,0,N/A
CUST00487,Netflix,18,18-24,Male,Pune,25,2021-11-24,Telugu,Basic,Net Banking,Monthly,Yes, ₹ 160.02 ," ₹ 3,881.55 ",0,0,0,No,1043  min,242.6  min,34,24.1,11  days,2024-01-01,0  days,58.9  %,35  nos,Documentary,11,5,1,Tablet,3,0,1,3G,0,3,8,25,0,69.9,0,N/A
CUST00488,JioHotstar,26,25-34,Female,Ahmedabad,10,2023-02-07,Hindi,Premium,Debit Card,Monthly,Yes, ₹ 490.94 ," ₹ 4,468.77 ",2,0,1,No,845  min,196.5  min,24,63.7,4  days,2023-12-30,2  days,34.5  %,76  nos,Documentary,13,6,4,Mobile,2,1,1,4G,1,2,8,47,17,0,0,N/A
CUST00489,JioHotstar,18,18-24,Female,Mumbai,44,2020-05-18,Gujarati,Family,Credit Card,Annual,Yes, ₹ 626.80 ," ₹ 27,056.08 ",1,1,0,No,498  min,115.8  min,23,43.6,13  days,2023-12-26,6  days,90.7  %,79  nos,Horror,29,3,5,Tablet,1,0,1,WiFi,0,3,8,16,5,0,0,N/A
CUST00490,Amazon Prime,24,18-24,Female,Pune,31,2021-06-02,Telugu,Premium,Debit Card,Quarterly,Yes, ₹ 520.84 ," ₹ 14,560.30 ",1,0,1,No,1186  min,275.8  min,19,44.3,3  days,2023-12-22,10  days,77.8  %,14  nos,Documentary,7,7,2,Laptop,4,0,0,5G,0,2,7,28,7,0,1,Technical Issues
CUST00491,Amazon Prime,36,35-44,Female,Bangalore,36,2021-01-01,Gujarati,Basic,UPI,Quarterly,Yes, ₹ 135.17 ," ₹ 4,688.78 ",0,0,0,Yes,659  min,153.3  min,19,34,23  days,2023-12-30,2  days,88.8  %,43  nos,Action,28,3,2,Tablet,5,0,0,4G,0,4,4,40,4,63.8,0,N/A
CUST00492,SonyLiv,28,25-34,Male,Pune,35,2021-02-01,English,Premium,UPI,Monthly,Yes, ₹ 505.60 ," ₹ 15,370.25 ",1,0,0,No,1292  min,300.5  min,18,29.7,20  days,2023-12-25,7  days,54.8  %,29  nos,Drama,23,7,5,Smart TV,2,2,2,4G,1,3,3,18,0,0,0,N/A
CUST00493,Amazon Prime,22,18-24,Male,Lucknow,39,2020-09-30,Gujarati,Premium,UPI,Monthly,Yes, ₹ 465.19 ," ₹ 17,639.17 ",1,2,0,No,1277  min,297  min,14,50.1,19  days,2023-12-31,1  days,74.3  %,32  nos,Comedy,12,7,3,Laptop,3,2,0,4G,1,3,3,15,11,0,0,N/A
CUST00494,Amazon Prime,41,35-44,Female,Hyderabad,32,2021-05-16,English,Basic,Credit Card,Monthly,Yes, ₹ 149.36 ," ₹ 4,367.21 ",0,1,0,Yes,1890  min,439.5  min,20,35.2,25  days,2023-12-31,1  days,94.3  %,64  nos,Thriller,21,4,5,Smart TV,3,2,0,WiFi,0,4,6,23,13,29.2,0,N/A
CUST00495,JioHotstar,44,35-44,Female,Pune,60,2019-01-12,Bengali,Standard,Debit Card,Annual,Yes, ₹ 277.61 ," ₹ 16,526.23 ",1,1,0,No,424  min,98.6  min,16,26.3,11  days,2023-12-30,2  days,93.3  %,81  nos,Documentary,29,6,5,Laptop,1,0,1,WiFi,0,3,3,29,13,0,0,N/A
CUST00496,JioHotstar,23,18-24,Male,Jaipur,59,2019-01-30,Gujarati,Basic,UPI,Monthly,No, ₹ 174.63 ," ₹ 10,216.73 ",2,0,1,No,631  min,146.7  min,31,59.7,7  days,2023-12-28,4  days,100  %,40  nos,Drama,21,10,1,Smart TV,6,1,0,WiFi,0,2,3,13,2,48.4,1,Technical Issues
CUST00497,Netflix,25,25-34,Male,Hyderabad,21,2022-03-18,Marathi,Standard,Credit Card,Annual,Yes, ₹ 304.39 ," ₹ 5,998.71 ",0,0,3,Yes,1325  min,308.1  min,29,24.6,16  days,2023-12-29,3  days,43.9  %,0  nos,Romance,4,3,3,Tablet,1,0,0,WiFi,0,3,6,40,1,0,0,N/A
CUST00498,Amazon Prime,36,35-44,Male,Hyderabad,5,2023-07-17,Hindi,Standard,Debit Card,Quarterly,No, ₹ 318.19 ," ₹ 1,538.77 ",0,1,1,No,726  min,168.8  min,27,29.5,9  days,2023-12-14,18  days,79.3  %,71  nos,Reality,21,3,3,Mobile,4,0,0,WiFi,0,4,10,4,3,0,0,N/A
CUST00499,SonyLiv,18,18-24,Female,Bangalore,60,2019-01-23,Marathi,Basic,Debit Card,Quarterly,Yes, ₹ 148.43 ," ₹ 8,772.54 ",1,1,0,No,897  min,208.6  min,23,54.7,3  days,2023-12-30,2  days,57.9  %,12  nos,Action,9,1,2,Desktop,1,2,0,5G,3,3,6,18,15,25.6,0,N/A
CUST00500,JioHotstar,48,45-54,Female,Mumbai,40,2020-09-17,Bengali,Standard,UPI,Quarterly,Yes, ₹ 281.59 ," ₹ 10,619.39 ",0,0,0,No,921  min,214.2  min,13,54.6,22  days,2023-12-28,4  days,42.3  %,65  nos,Action,0,2,8,Desktop,2,1,0,4G,1,2,8,26,18,0,0,N/A
CUST00501,Amazon Prime,30,25-34,Male,Jaipur,13,2022-11-29,Hindi,Basic,UPI,Annual,No, ₹ 146.23 ," ₹ 1,781.10 ",3,1,0,Yes,0  min,0  min,19,39.7,4  days,2023-12-29,3  days,93.1  %,44  nos,Sports,22,4,5,Smart TV,0,7,0,WiFi,0,3,6,10,1,43.9,1,Financial Constraint
CUST00502,Netflix,27,25-34,Male,Pune,2,2023-10-14,Gujarati,Standard,UPI,Monthly,Yes, ₹ 295.68 , ₹ 517.57 ,0,0,0,Yes,756  min,175.8  min,7,74.6,18  days,2023-12-24,8  days,47.1  %,39  nos,Romance,3,4,6,Laptop,1,1,1,WiFi,0,3,3,18,0,0,0,N/A
CUST00503,JioHotstar,18,18-24,Male,Hyderabad,13,2022-11-26,Hindi,Premium,UPI,Monthly,Yes, ₹ 505.73 ," ₹ 6,468.98 ",0,0,0,No,969  min,225.3  min,28,53,12  days,2023-12-23,9  days,35.9  %,23  nos,Drama,23,10,2,Mobile,2,2,0,WiFi,1,3,3,34,8,0,0,N/A
CUST00504,Netflix,35,35-44,Female,Jaipur,27,2021-10-05,English,Basic,Credit Card,Quarterly,Yes, ₹ 149.14 ," ₹ 3,440.22 ",0,0,0,No,1156  min,268.8  min,0,79,16  days,2023-12-28,4  days,58.5  %,20  nos,Action,9,7,5,Mobile,3,3,0,3G,0,2,6,16,0,41.1,0,N/A
CUST00505,Netflix,33,25-34,Female,Bangalore,21,2022-03-19,Kannada,Standard,UPI,Monthly,No, ₹ 309.36 ," ₹ 5,660.81 ",1,0,1,No,630  min,146.5  min,22,71,21  days,2023-12-25,7  days,45.9  %,36  nos,Comedy,20,4,2,Laptop,6,0,0,4G,1,3,1,53,9,0,0,N/A
CUST00506,ZEE5,38,35-44,Male,Mumbai,56,2019-05-13,Malayalam,Family,Debit Card,Quarterly,Yes, ₹ 616.86 ," ₹ 29,674.34 ",2,1,0,No,217  min,50.5  min,10,69.2,8  days,2023-12-28,4  days,53.7  %,52  nos,Romance,0,2,6,Smart TV,4,0,3,5G,1,3,6,16,7,0,0,N/A
CUST00507,Amazon Prime,36,35-44,Female,Lucknow,58,2019-03-17,Gujarati,Basic,UPI,Monthly,Yes, ₹ 169.32 ," ₹ 8,479.63 ",1,1,1,No,313  min,72.8  min,16,63.6,17  days,2024-01-01,0  days,84.1  %,36  nos,Comedy,17,3,3,Laptop,6,3,0,3G,1,3,10,12,11,45.9,0,N/A
CUST00508,Netflix,29,25-34,Female,Hyderabad,47,2020-02-05,Marathi,Standard,Wallet,Annual,Yes, ₹ 294.48 ," ₹ 13,139.42 ",0,0,0,No,1269  min,295.1  min,27,81.3,23  days,2024-01-01,0  days,82.2  %,34  nos,Thriller,7,3,6,Smart TV,4,1,3,4G,0,3,6,25,11,0,0,N/A
CUST00509,JioHotstar,29,25-34,Female,Mumbai,42,2020-07-04,Malayalam,Basic,UPI,Monthly,Yes, ₹ 160.26 ," ₹ 6,424.48 ",1,0,0,No,1040  min,241.9  min,16,27,3  days,2024-01-01,0  days,59.1  %,51  nos,Documentary,18,4,5,Smart TV,1,1,1,4G,1,3,5,43,9,8,0,N/A
CUST00510,Netflix,20,18-24,Male,Ahmedabad,46,2020-02-25,English,Standard,UPI,Annual,Yes, ₹ 332.46 ," ₹ 13,405.65 ",1,0,0,No,1490  min,346.5  min,26,70.5,7  days,2023-12-29,3  days,75.8  %,31  nos,Action,11,5,0,Mobile,2,0,1,WiFi,1,4,6,31,15,0,0,N/A
CUST00511,Netflix,25,25-34,Female,Kolkata,47,2020-02-08,Marathi,Basic,UPI,Quarterly,No, ₹ 119.23 ," ₹ 4,949.13 ",0,0,0,No,980  min,227.9  min,22,46.2,22  days,2023-12-31,1  days,68.6  %,15  nos,Horror,0,6,2,Mobile,0,0,0,4G,0,4,2,23,4,44.5,0,N/A
CUST00512,JioHotstar,29,25-34,Male,Pune,8,2023-04-19,Bengali,Standard,Credit Card,Quarterly,Yes, ₹ 288.30 ," ₹ 2,156.15 ",2,0,1,No,814  min,189.3  min,16,16.7,29  days,2023-12-27,5  days,58  %,37  nos,Reality,8,2,3,Mobile,1,1,0,4G,0,4,5,34,0,0,0,N/A
CUST00513,Netflix,18,18-24,Female,Chennai,36,2020-12-26,Bengali,Basic,Debit Card,Annual,Yes, ₹ 139.34 ," ₹ 4,664.81 ",0,1,1,No,652  min,151.6  min,23,44.3,12  days,2023-12-27,5  days,47.4  %,50  nos,Sports,15,1,2,Tablet,6,3,0,WiFi,1,3,6,21,9,15.5,0,N/A
CUST00514,JioHotstar,27,25-34,Female,Hyderabad,30,2021-06-30,Kannada,Basic,Net Banking,Monthly,Yes, ₹ 109.76 ," ₹ 3,173.78 ",0,1,1,No,888  min,206.5  min,17,46.7,12  days,2023-12-30,2  days,48.1  %,30  nos,Thriller,4,2,3,Mobile,3,3,0,5G,2,2,5,24,13,54.2,0,N/A
CUST00515,Amazon Prime,47,45-54,Male,Hyderabad,6,2023-06-18,Hindi,Family,UPI,Quarterly,No, ₹ 613.88 ," ₹ 3,637.42 ",1,0,0,Yes,1320  min,307  min,11,53.9,20  days,2023-12-31,1  days,63.7  %,51  nos,Horror,6,5,0,Mobile,3,0,0,4G,2,5,4,19,10,0,0,N/A
CUST00516,Amazon Prime,26,25-34,Female,Lucknow,55,2019-06-14,Marathi,Premium,UPI,Monthly,No, ₹ 466.57 ," ₹ 25,016.68 ",0,0,0,No,997  min,231.9  min,21,45.2,11  days,2023-12-19,13  days,46.8  %,34  nos,Sports,24,6,3,Laptop,3,0,1,5G,1,3,6,15,6,0,0,N/A
CUST00517,JioHotstar,21,18-24,Female,Ahmedabad,40,2020-09-03,English,Basic,UPI,Monthly,Yes, ₹ 124.55 ," ₹ 4,868.18 ",0,1,0,Yes,294  min,68.4  min,2,47.2,0  days,2023-12-24,8  days,75  %,50  nos,Comedy,15,4,6,Mobile,2,0,0,5G,2,3,8,25,0,25,1,Found Alternative
CUST00518,Amazon Prime,39,35-44,Male,Mumbai,39,2020-10-13,Hindi,Basic,Credit Card,Monthly,No, ₹ 125.58 ," ₹ 4,334.23 ",0,0,1,No,919  min,213.7  min,12,54.9,5  days,2023-12-28,4  days,31.3  %,54  nos,Reality,25,7,2,Mobile,2,0,0,WiFi,0,3,0,18,15,40.3,0,N/A
CUST00519,SonyLiv,20,18-24,Female,Hyderabad,45,2020-04-08,Hindi,Standard,Credit Card,Monthly,Yes, ₹ 319.34 ," ₹ 13,497.68 ",0,1,0,Yes,1713  min,398.4  min,24,58.7,8  days,2023-12-27,5  days,59.3  %,43  nos,Thriller,31,2,3,Tablet,5,2,1,WiFi,1,5,6,26,11,0,0,N/A
CUST00520,Amazon Prime,29,25-34,Male,Lucknow,31,2021-06-05,Tamil,Basic,UPI,Monthly,Yes, ₹ 172.53 ," ₹ 4,895.83 ",1,0,0,No,546  min,127  min,29,49.3,13  days,2023-12-28,4  days,36.4  %,49  nos,Horror,9,6,2,Mobile,3,1,1,5G,1,3,8,29,10,41.9,0,N/A
CUST00521,Netflix,22,18-24,Male,Hyderabad,20,2022-04-15,Marathi,Family,Debit Card,Quarterly,Yes, ₹ 673.23 ," ₹ 11,924.36 ",1,1,0,No,1219  min,283.5  min,29,28.9,11  days,2024-01-01,0  days,63.8  %,45  nos,Sports,15,4,2,Tablet,4,0,1,WiFi,2,2,8,21,11,0,1,Price
CUST00522,ZEE5,33,25-34,Female,Hyderabad,13,2022-11-10,Malayalam,Premium,Wallet,Quarterly,Yes, ₹ 495.56 ," ₹ 6,034.88 ",0,1,1,No,435  min,101.2  min,29,36.5,6  days,2023-12-28,4  days,36.6  %,38  nos,Reality,16,3,3,Mobile,3,0,0,WiFi,2,2,8,31,17,0,1,Infrequent Usage
CUST00523,ZEE5,36,35-44,Male,Mumbai,44,2020-05-03,Telugu,Premium,Credit Card,Monthly,Yes, ₹ 459.27 ," ₹ 19,505.70 ",0,0,0,No,1233  min,286.7  min,12,37.6,20  days,2023-12-30,2  days,56.2  %,25  nos,Documentary,20,3,4,Mobile,0,1,1,WiFi,1,2,6,27,11,0,0,N/A
CUST00524,Amazon Prime,34,25-34,Male,Mumbai,38,2020-10-22,English,Basic,Credit Card,Quarterly,No, ₹ 122.99 ," ₹ 4,224.89 ",0,0,0,No,1307  min,304  min,32,52.9,5  days,2024-01-01,0  days,86.1  %,82  nos,Thriller,22,8,4,Mobile,3,1,0,WiFi,0,3,5,20,9,58,0,N/A
CUST00525,JioHotstar,20,18-24,Male,Jaipur,17,2022-07-17,Tamil,Basic,UPI,Monthly,Yes, ₹ 158.77 ," ₹ 2,630.85 ",2,2,1,Yes,799  min,185.8  min,16,38.6,17  days,2023-12-15,17  days,36.5  %,50  nos,Drama,0,5,4,Mobile,1,2,0,WiFi,0,3,3,32,6,0,0,N/A
CUST00526,Amazon Prime,48,45-54,Male,Bangalore,36,2020-12-18,Kannada,Premium,UPI,Monthly,No, ₹ 519.27 ," ₹ 18,118.60 ",0,0,1,Yes,1509  min,350.9  min,16,48,11  days,2023-12-24,8  days,54.7  %,19  nos,Documentary,1,7,2,Laptop,7,2,1,WiFi,1,4,5,2,13,0,0,N/A
