show_id,title,type,platform,primary_genre,genres,director,cast,country,language,release_year,date_added,rating,duration,duration_minutes,num_seasons,num_episodes,imdb_rating,rotten_tomatoes_score,imdb_votes,budget_million_usd,production_company,awards_won,hours_watched_million,description
s7259,The Marvelous Mrs,TV Show,Amazon Prime Video,Drama,"Drama, Sci-Fi",,"Jun Ji-hyun, Jennifer Lawrence, Penélope Cruz, Sakura Ando",Japan,Japanese,2013,2013-03-21,TV-G,1 Season,,1.0,16.0,7.1,72,2644,,Red Chillies Entertainment,0,1,A soldier must confront moral dilemmas while risking everything.
s7260,The Last Kingdom,Movie,Amazon Prime Video,Thriller,"Thriller, Sci-Fi, Documentary",Quentin Coppola,"Deepika Padukone, Masami Nagasawa, Jenna Ortega",Japan,Japanese,2025,2025-03-14,PG-13,76 min,76.0,,,6.6,55,4080,12.2,Sony Pictures,1,7,"When musician witnesses a crime, they become the target of the very government he served."
s7261,The Diplomat,TV Show,Netflix,Comedy,Comedy,Guillermo Kurosawa,"Dwayne Johnson, Ranveer Singh, Oscar Isaac, Deepika Padukone, Aamir Khan",United Kingdom,English,2010,2012-05-05,TV-14,1 Season,,1.0,10.0,5.7,60,128798,,Paramount Pictures,0,290,A teacher accidentally a deadly accident and hilarity ensues.
s7262,Emily in Paris: Return,TV Show,HBO Max,Sci-Fi,"Sci-Fi, Talk Show",,"Oscar Isaac, Zendaya",United States,English,2026,2026-04-03,TV-14,2 Seasons,,2.0,20.0,9.3,87,310,,Focus Features,2,0,"When doctor discovers they can travel through time, reality begins to shift."
s7263,When You Return,Movie,Netflix,Horror,"Horror, Sci-Fi",Bong Nolan,"Gong Yoo, Marion Cotillard, Ranveer Singh, Masami Nagasawa, Hiroyuki Sanada",South Korea,Korean,2012,2014-08-23,Not Rated,86 min,86.0,,,5.6,54,1372,14.7,Lucasfilm,0,1,"When teacher moves to small town, they awaken ancient spirits."
s7264,Beyond the Horizon,Movie,Hulu,Mystery,Mystery,Ryan Bigelow,"Jenna Ortega, Ranveer Singh, Jun Ji-hyun, Scarlett Johansson",India,Hindi,2021,2022-09-25,PG,92 min,92.0,,,6.8,68,233,53.9,Lionsgate,0,0,"As a deadly accident unfolds, journalist discovers his true identity."
s7265,When Love Breaks,Movie,Apple TV+,Sci-Fi,"Sci-Fi, Adventure",Rajkumar Coogler,"Deepika Padukone, Daniel Craig",Argentina,Spanish,2012,2012-03-13,PG,115 min,115.0,,,4.8,43,50353,33.8,Sony Pictures,0,106,"In the year 2099, humanity faces invasion from the deep ocean."
s7266,Between Tomorrow and Never,Movie,HBO Max,Horror,"Horror, War",Guillermo Chan-wook,"Cate Blanchett, Lupita Nyong'o, Tom Hanks",India,Hindi,1999,2001-12-27,PG-13,86 min,86.0,,,7.2,82,12795,6.5,Focus Features,0,26,"When criminal moves to mansion, they awaken ancient curse."
s7267,The Recruit,TV Show,Disney+,Sci-Fi,"Sci-Fi, Anime",,"Ayaka Miyoshi, Scarlett Johansson, Antonio Banderas, Ryan Reynolds",Canada,English,2018,2020-08-10,TV-G,2 Seasons,,2.0,12.0,7.6,81,8651,,MRC,3,8,A breakthrough in genetic engineering leads to unforeseen consequences.
s7268,Kingdom,TV Show,Amazon Prime Video,Documentary,"Documentary, Game Show, Reality TV",Kathryn Joon-ho,"Ranveer Singh, Daniel Craig, Hiroyuki Sanada",United Kingdom,English,2017,2018-09-11,TV-MA,1 Season,,1.0,16.0,7.6,68,1099519,,Studio Ghibli,1,1986,An in-depth look at climate change and its impact on society.
s7269,Vertigo,Movie,Disney+,Documentary,Documentary,Akira del Toro,"Zendaya, Vicky Kaushal, Priyanka Chopra",Spain,Spanish,2007,2007-01-12,PG-13,46 min,46.0,,,9.5,92,1690,1.9,Netflix Studios,0,0,An in-depth look at tech billionaires and its impact on society.
s7270,The Conductor,Movie,HBO Max,Fantasy,"Fantasy, Romance",,"Marion Cotillard, Gong Yoo, Park Seo-joon, Leonardo DiCaprio",United States,English,1998,1999-03-03,PG-13,68 min,68.0,,,6.2,70,949,28.4,Marvel Studios,0,0,A musician must confront family secrets while discovering who he truly is.
s7271,The Lincoln Lawyer,TV Show,Netflix,Crime,"Crime, Documentary",,"Kim Soo-hyun, Shah Rukh Khan",Denmark,Danish,2009,2009-02-08,TV-MA,1 Season,,1.0,10.0,8.8,85,5341,,DreamWorks,0,7,"When artist loses everything, they embark on a journey to find redemption."
s7272,Resurrection,Movie,Amazon Prime Video,Comedy,Comedy,Kathryn Cameron,"Lupita Nyong'o, Ryan Reynolds, Florence Pugh, Deepika Padukone",India,Hindi,2009,2010-08-09,PG,78 min,78.0,,,7.3,57,4158,7.8,MRC,0,3,A scientist accidentally a shocking revelation and hilarity ensues.
s7273,When You Return,Movie,Netflix,Romance,Romance,Lars Kashyap,"Emma Thompson, Scarlett Johansson, Gong Yoo, Robert De Niro, Pedro Pascal",United States,English,1982,1984-07-26,PG,90 min,90.0,,,6.9,82,1059,3.3,Excel Entertainment,0,2,"A detective falls for a stranger, but their worlds couldn't be more different."
s7274,Shogun,TV Show,Disney+,Talk Show,Talk Show,,"Song Kang-ho, Ken Watanabe",Brazil,Portuguese,2024,2026-11-09,TV-14,1 Season,,1.0,8.0,5.5,67,839492,,Illumination,0,1549,A soldier must confront impossible odds while risking everything.
s7275,Emily in Paris: Uprising,TV Show,Hulu,Thriller,"Thriller, Animation",,"Gong Yoo, Pedro Pascal",United States,English,2020,2021-09-12,TV-14,1 Season,,1.0,10.0,7.3,76,65990,,Marvel Studios,0,21,A criminal uncovers a dark secret about government.
s7276,The Marvelous Mrs,TV Show,Paramount+,Crime,"Crime, Talk Show",,"Cate Blanchett, Ken Watanabe, IU",Germany,German,1996,1998-11-06,TV-14,1 Season,,1.0,22.0,6.6,69,50,,Paramount Pictures,0,0,"As a deadly accident unfolds, scientist discovers a family conspiracy."
s7277,Ted Lasso: Revenge,TV Show,Disney+,Sci-Fi,"Sci-Fi, Sports",,"Deepika Padukone, Penélope Cruz, Jun Ji-hyun",Germany,German,2020,2022-11-05,TV-PG,4 Seasons,,4.0,32.0,7.4,59,295293,,Lionsgate,1,443,A breakthrough in time travel leads to unforeseen consequences.
s7278,Beyond Redemption,Movie,HBO Max,Action,Action,Hirokazu Tarantino,"Ken Watanabe, Léa Seydoux, Angelina Jolie",Japan,Japanese,2006,2008-03-18,PG,132 min,132.0,,,7.4,71,19174,60.6,Working Title Films,0,36,scientist must stop a shadowy organization before discovering who he truly is.
s7279,The Hunter,Movie,HBO Max,Romance,"Romance, Animation",Pedro DuVernay,"Deepika Padukone, Robert De Niro, Masami Nagasawa",United States,English,2015,2015-12-01,PG-13,64 min,64.0,,,8.2,92,41912,9.7,MRC,0,99,Two strangers meet in mansion and their lives are forever changed.
s7280,In the Heart of Winter,Movie,Amazon Prime Video,Thriller,"Thriller, Action, Drama",Hirokazu von Trier,"Kareena Kapoor, Brad Pitt",France,French,2018,2019-09-04,PG-13,90 min,90.0,,,5.7,44,1056,15.0,Universal Pictures,0,0,"When doctor witnesses a crime, they become the target of the very government he served."
s7281,The Night Agent,TV Show,Apple TV+,Sci-Fi,"Sci-Fi, Documentary",,"Leonardo DiCaprio, Tilda Swinton, Antonio Banderas, Idris Elba",India,Hindi,2013,2015-02-08,TV-PG,1 Season,,1.0,8.0,7.6,54,3694,,Amblin Entertainment,1,4,"In the year 3000, humanity faces extinction from a parallel dimension."
s7282,Severance: Legacy,TV Show,Hulu,Drama,"Drama, Sci-Fi",,"Ryan Reynolds, Brad Pitt, Will Smith, Vicky Kaushal, Aamir Khan",Brazil,Portuguese,2002,2004-04-03,TV-14,2 Seasons,,2.0,20.0,6.9,68,7045,,Bad Robot,0,4,"As an old friend returning unfolds, soldier discovers a hidden truth."
s7283,The Bear,TV Show,Netflix,Reality TV,"Reality TV, Game Show, Sports",,"Angelina Jolie, Tom Hanks, Masami Nagasawa, Penélope Cruz",Germany,German,2020,2020-07-06,TV-G,3 Seasons,,3.0,24.0,7.3,66,6467,,Blumhouse,0,3,A detective must confront personal demons while trying to save those he loves.
s7284,In the Heart of Winter,Movie,Paramount+,Documentary,"Documentary, Comedy, Drama",,"Shah Rukh Khan, Gong Yoo",South Korea,Korean,2026,2026-01-21,PG,94 min,94.0,,,7.3,80,774,3.5,Lucasfilm,0,1,An in-depth look at sports legends and its impact on society.
s7285,The Last Journey,Movie,HBO Max,Documentary,"Documentary, Comedy",David Waititi,"Antonio Banderas, Meryl Streep",Italy,Italian,2023,2023-06-23,PG-13,95 min,95.0,,,8.1,80,3836,0.7,Excel Entertainment,0,3,The true story of an old friend returning and the people who lived it.
s7286,The Night Agent,TV Show,HBO Max,Reality TV,"Reality TV, Sports",,"Daniel Craig, Park Seo-joon, Ranbir Kapoor, Meryl Streep",United States,English,2005,2005-12-28,Not Rated,3 Seasons,,3.0,24.0,7.5,71,982,,Focus Features,0,1,"As a deadly accident unfolds, soldier discovers a family conspiracy."
s7287,Midnight,Movie,Amazon Prime Video,Thriller,"Thriller, War",Denis Coogler,"Noah Schnapp, Paul Mescal, Millie Bobby Brown, Penélope Cruz, Jun Ji-hyun",India,Hindi,2017,2017-03-16,PG,70 min,70.0,,,7.6,67,12762,0.6,Ghibli,2,15,A soldier uncovers a dark secret about family.
s7288,The Marvelous Mrs,TV Show,Disney+,Comedy,Comedy,,"Aamir Khan, Penélope Cruz, Park Seo-joon, Viola Davis, Priyanka Chopra",United States,English,2025,2025-02-19,TV-14,1 Season,,1.0,22.0,7.7,69,6221,,Excel Entertainment,0,7,A scientist accidentally a deadly accident and hilarity ensues.
s7289,The Gentlemen,TV Show,Disney+,Anime,"Anime, Crime",,"Tom Hanks, Denzel Washington, Meryl Streep, Will Smith",United States,English,2016,2017-07-12,TV-MA,4 Seasons,,4.0,40.0,5.7,77,51190,,A24,0,85,"When soldier loses everything, they embark on a journey to find redemption."
s7290,In the Shadow of Giants,Movie,Disney+,Comedy,"Comedy, Musical",Steven Zhao,"Song Kang-ho, Denzel Washington, Oscar Isaac",United Kingdom,English,2017,2017-12-17,PG,80 min,80.0,,,9.8,95,158,4.0,Marvel Studios,1,0,A artist accidentally a mysterious disappearance and hilarity ensues.
s7291,Shogun,TV Show,Netflix,Crime,"Crime, Mystery",Guillermo Blanchett,"Sakura Ando, Emma Thompson",United States,English,2023,2023-06-28,TV-14,1 Season,,1.0,6.0,8.1,80,4401,,Dharma Productions,0,8,"As a mysterious disappearance unfolds, artist discovers his true identity."
s7292,Ozark,TV Show,Paramount+,Documentary,"Documentary, Drama",Greta Kashyap,"Park Seo-joon, Noah Schnapp, Lupita Nyong'o, Meryl Streep, Shah Rukh Khan",India,Hindi,2020,2022-01-13,TV-MA,1 Season,,1.0,12.0,5.9,56,1911,,Marvel Studios,0,0,An investigation into corporate scandal that shook the world.
s7293,A Quiet Place,Movie,HBO Max,Mystery,Mystery,Jordan Gerwig,"Hiroyuki Sanada, Ranveer Singh, Shah Rukh Khan",Turkey,Turkish,2024,2026-11-12,PG-13,71 min,71.0,,,8.4,86,150133,6.9,Amblin Entertainment,0,219,A soldier must confront his past while discovering who he truly is.
s7294,Fallout: Return,TV Show,HBO Max,Reality TV,"Reality TV, Talk Show, Anime",,"Kareena Kapoor, Brad Pitt, Margot Robbie, Ryan Reynolds, Nicole Kidman",United States,English,2019,2021-09-10,TV-MA,2 Seasons,,2.0,24.0,7.9,81,151697,,DreamWorks,0,354,"When detective loses everything, they embark on a journey to find redemption."
s7295,Revelation,Movie,Disney+,Animation,Animation,Gina Kore-eda,"Noah Schnapp, Idris Elba, Amitabh Bachchan, Emma Thompson, Denzel Washington",United Kingdom,English,2023,2023-03-11,G,91 min,91.0,,,6.3,52,228417,6.9,Dharma Productions,0,255,"As a shocking revelation unfolds, teacher discovers his true identity."
s7296,In the Shadow of Giants,Movie,Netflix,Action,Action,Sofia Villeneuve,"Idris Elba, Ranveer Singh",United States,English,2018,2020-01-22,R,118 min,118.0,,,6.6,66,15446,35.4,Yash Raj Films,2,13,"After an old friend returning, scientist seeks revenge against a shadowy organization."
s7297,The Sandman,TV Show,Netflix,Animation,Animation,Guillermo Spielberg,"Will Smith, Javier Bardem, Masami Nagasawa",United States,English,2021,2022-05-24,Not Rated,2 Seasons,,2.0,20.0,5.3,54,94884,,Paramount Pictures,0,115,"When detective loses everything, they embark on a journey to uncover the truth."
s7298,The Night Agent: Origins,TV Show,Amazon Prime Video,Animation,"Animation, Game Show",,"Paul Mescal, Penélope Cruz, Nicole Kidman, Gong Yoo, Cate Blanchett",India,Hindi,2018,2021-12-26,TV-14,1 Season,,1.0,12.0,7.8,72,900,,Lionsgate,0,1,A musician must confront personal demons while risking everything.
s7299,The Last Witness,Movie,Amazon Prime Video,Comedy,"Comedy, Animation, Sci-Fi",,"Kim Soo-hyun, Park Seo-joon, Nicole Kidman, Will Smith, Ranveer Singh",France,French,2004,2005-04-25,Not Rated,96 min,96.0,,,7.9,74,9928,18.4,Skydance Media,0,23,criminal must navigate the chaos of suburban life.
s7300,The Astronaut,Movie,Netflix,Drama,"Drama, Documentary",Denis del Toro,"Will Smith, Pedro Pascal",United States,English,2025,2026-02-12,R,133 min,133.0,,,6.0,74,33252,19.8,Studio Ghibli,0,27,"When doctor loses everything, they embark on a journey to find redemption."
s7301,The Morning Show: Revenge,TV Show,Hulu,Mystery,"Mystery, Comedy",,"Paul Mescal, Daniel Craig, Aamir Khan",United States,English,2019,2021-12-22,TV-14,2 Seasons,,2.0,44.0,8.4,83,32482,,DreamWorks,0,79,A criminal must confront moral dilemmas while trying to save those he loves.
s7302,The Cartographer,Movie,Netflix,Adventure,Adventure,Pedro Hirani,"Florence Pugh, Oscar Isaac, Tom Hanks",United States,English,2022,2022-03-24,PG-13,131 min,131.0,,,6.9,95,110155,5.6,Focus Features,0,273,"As an old friend returning unfolds, mother discovers a hidden truth."
s7303,The Last Summer,Movie,Netflix,Sci-Fi,"Sci-Fi, Adventure, Mystery",,"Alia Bhatt, Masami Nagasawa, IU, Will Smith",United States,English,2018,2018-07-04,G,101 min,101.0,,,6.1,55,3657,105.0,Dharma Productions,0,5,A breakthrough in genetic engineering leads to unforeseen consequences.
s7304,Bridgerton: Revenge,TV Show,Paramount+,Thriller,Thriller,Anurag Villeneuve,"Javier Bardem, Masami Nagasawa",United Kingdom,English,2024,2025-02-27,TV-14,1 Season,,1.0,8.0,7.9,76,34597,,Skydance Media,0,12,A detective uncovers a dark secret about cult.
s7305,The Last Summer,Movie,Paramount+,Adventure,Adventure,Quentin Kashyap,"Brad Pitt, Emma Thompson, Will Smith, Lupita Nyong'o",China,Mandarin,2016,2017-07-10,R,117 min,117.0,,,7.0,74,7929,9.8,Excel Entertainment,0,13,A detective must confront moral dilemmas while trying to save those he loves.
s7306,The Recruit,TV Show,Netflix,Documentary,"Documentary, Drama",,"Idris Elba, Kareena Kapoor, Dwayne Johnson, Masami Nagasawa, Penélope Cruz",United States,English,2019,2024-11-06,TV-MA,5 Seasons,,5.0,60.0,8.9,95,3684,,Netflix Studios,0,5,An investigation into art heist that shook the world.
s7307,Narcos,TV Show,HBO Max,Talk Show,Talk Show,Barry Kurosawa,"Jun Ji-hyun, Kim Soo-hyun, Antonio Banderas, Emma Thompson",United States,English,2020,2020-03-09,TV-MA,2 Seasons,,2.0,32.0,8.5,88,596,,Amazon MGM Studios,2,0,A detective must confront family secrets while discovering who he truly is.
s7308,The Witcher,TV Show,Disney+,Comedy,"Comedy, Drama",,"Penélope Cruz, Daniel Craig",South Korea,Korean,1981,1984-04-22,Not Rated,5 Seasons,,5.0,60.0,8.2,92,48031,,Ghibli,0,112,"When doctor meets a stranger, their lives turn upside down."
s7309,The Last Light,Movie,Netflix,Drama,"Drama, Sci-Fi",Quentin Peele,"Tilda Swinton, Pedro Pascal, Vicky Kaushal, Sakura Ando",United States,English,2025,2026-03-24,PG,42 min,42.0,,,6.1,69,2857,10.3,Lionsgate,0,1,"When criminal loses everything, they embark on a journey to rebuild her life."
s7310,A Quiet Place,Movie,Disney+,Documentary,Documentary,Ryan Gerwig,"Angelina Jolie, Cate Blanchett",Germany,German,2007,2012-12-17,R,123 min,123.0,,,5.4,55,35471,1.0,Studio Ghibli,0,71,The true story of a mysterious disappearance and the people who lived it.
s7311,Between Tomorrow and Never,Movie,Disney+,Thriller,"Thriller, Mystery",Anurag Chan-wook,"Robert De Niro, Ken Watanabe, Millie Bobby Brown, Ranveer Singh",United States,English,2012,2014-12-13,PG,110 min,110.0,,,6.8,70,975,49.0,Lucasfilm,1,1,A series of strange events leads scientist into a deadly game.
s7312,The Last Whisper,Movie,HBO Max,Drama,"Drama, Action, Horror",,"Ryan Reynolds, Jun Ji-hyun",Turkey,Turkish,2022,2022-06-10,PG-13,126 min,126.0,,,5.0,38,65036,15.1,MAPPA,0,54,A artist must confront personal demons while trying to save those he loves.
s7313,Lupin,TV Show,Amazon Prime Video,Talk Show,Talk Show,,"Brad Pitt, Vicky Kaushal, Javier Bardem, Tilda Swinton, Pedro Pascal",South Korea,Korean,2016,2017-10-13,TV-MA,4 Seasons,,4.0,40.0,7.0,79,65726,,Pixar,0,47,"As a mysterious disappearance unfolds, teacher discovers a family conspiracy."
s7314,Wednesday,TV Show,Amazon Prime Video,Drama,"Drama, Animation",,"Brad Pitt, Hiroyuki Sanada, Javier Bardem, Kareena Kapoor, Aamir Khan",United States,English,2022,2024-06-28,TV-14,1 Season,,1.0,10.0,5.0,42,1575,,Apple Studios,0,1,"When soldier loses everything, they embark on a journey to rebuild her life."
s7315,When Love Breaks,Movie,Netflix,Animation,"Animation, Horror",Steven del Toro,"Denzel Washington, Tom Hanks",United States,English,2020,2020-01-01,PG,90 min,90.0,,,7.9,84,138,56.1,T-Series,0,0,"As a shocking revelation unfolds, doctor discovers a hidden truth."
s7316,Between Us,Movie,Amazon Prime Video,Romance,Romance,Anurag Spielberg,"Park Seo-joon, Daniel Craig, Ryan Reynolds",Mexico,Spanish,2012,2012-09-10,PG-13,107 min,107.0,,,7.3,75,499,25.0,MRC,0,0,"After years apart, teacher reconnects with a rival in remote island."
s7317,Kingdom,TV Show,Netflix,Drama,"Drama, Mystery",Greta Bigelow,"Meryl Streep, Dwayne Johnson, Masami Nagasawa, Jennifer Lawrence",India,Hindi,2018,2023-05-10,TV-14,1 Season,,1.0,16.0,6.7,58,10987,,Blumhouse,0,7,"When mother loses everything, they embark on a journey to find redemption."
s7318,Squid Game,TV Show,Netflix,Talk Show,"Talk Show, Crime",,"Denzel Washington, Robert De Niro, Idris Elba, Javier Bardem",United States,English,2023,2025-08-02,TV-14,4 Seasons,,4.0,24.0,7.4,75,308,,Marvel Studios,0,0,"As a shocking revelation unfolds, scientist discovers a hidden truth."
s7319,A Dark Mirror,Movie,Hulu,Comedy,Comedy,Quentin Nolan,"Léa Seydoux, Millie Bobby Brown, Paul Mescal, Scarlett Johansson, Masami Nagasawa",United States,English,2022,2022-02-16,PG-13,137 min,137.0,,,3.4,49,6135,22.9,Amblin Entertainment,0,3,detective must navigate the chaos of suburban life.
s7320,Emily in Paris,TV Show,Hulu,Comedy,Comedy,Park Blanchett,"Marion Cotillard, Cate Blanchett, Idris Elba",United States,English,2024,2024-10-18,TV-14,7 Seasons,,7.0,70.0,6.6,53,2239,,Marvel Studios,1,2,"When journalist meets a stranger, their lives turn upside down."
s7321,The Last Light,Movie,Apple TV+,Fantasy,Fantasy,Ryan Hirani,"Daniel Craig, Viola Davis, Timothée Chalamet, Song Kang-ho",Canada,English,2019,2020-03-01,G,102 min,102.0,,,6.0,62,808,33.7,MAPPA,0,1,A doctor must confront his past while trying to save those he loves.
s7322,In the Depths of Night,Movie,Amazon Prime Video,Horror,"Horror, Fantasy",Guillermo Prince-Bythewood,"Brad Pitt, Gong Yoo, Viola Davis",United States,English,2026,2026-02-11,R,115 min,115.0,,,5.5,59,202970,9.2,Marvel Studios,0,506,A government stalks the residents of a small town.
s7323,When Love Breaks,Movie,Netflix,Animation,"Animation, Fantasy",,"Ranveer Singh, Park Seo-joon, Viola Davis, Margot Robbie",United States,English,2015,2020-01-25,PG-13,70 min,70.0,,,8.5,90,122,6.6,Legendary Pictures,0,0,"As a shocking revelation unfolds, musician discovers his true identity."
s7324,Between Us,Movie,Paramount+,Action,"Action, Horror",Taika Peele,"Nicole Kidman, Kareena Kapoor",United States,English,2021,2021-07-02,Not Rated,103 min,103.0,,,5.3,44,717,27.6,CJ Entertainment,0,0,doctor must stop a shadowy organization before trying to save those he loves.
s7325,The Empress,TV Show,Netflix,Documentary,Documentary,,"Denzel Washington, Antonio Banderas, Angelina Jolie",South Korea,Korean,2022,2022-01-01,TV-Y7,4 Seasons,,4.0,32.0,6.7,64,5956,,T-Series,0,11,An investigation into political scandal that shook the world.
s7326,The Last Whisper,Movie,Netflix,Documentary,"Documentary, Fantasy",,"Sakura Ando, Brad Pitt, Meryl Streep, Ranbir Kapoor, Kareena Kapoor",United Kingdom,English,2021,2026-04-02,R,127 min,127.0,,,6.4,66,2556,1.0,Paramount Pictures,0,5,An in-depth look at climate change and its impact on society.
s7327,When Night Comes,Movie,Netflix,Action,"Action, Horror",Gina Hirani,"Margot Robbie, Oscar Isaac, Deepika Padukone",Argentina,Spanish,1989,1989-02-28,PG-13,118 min,118.0,,,6.2,77,18591,18.5,Walt Disney Pictures,0,41,musician must stop a shadowy organization before risking everything.
s7328,The Last Witness,Movie,Paramount+,Action,Action,Hirokazu DuVernay,"Aamir Khan, Timothée Chalamet, Denzel Washington, Amitabh Bachchan",Nigeria,English,2020,2022-02-16,R,137 min,137.0,,,5.7,62,9626,52.5,Excel Entertainment,0,5,"After a mysterious disappearance, teacher seeks revenge against a shadowy organization."
s7329,Between Lives,Movie,HBO Max,Documentary,"Documentary, Drama",Ava Nolan,"Tilda Swinton, Kim Soo-hyun, Oscar Isaac",United States,English,2021,2025-06-11,Not Rated,100 min,100.0,,,7.8,79,66378,1.9,Skydance Media,2,86,The true story of a shocking revelation and the people who lived it.
s7330,Beyond Shadows,Movie,HBO Max,Comedy,Comedy,Steven del Toro,"Idris Elba, Leonardo DiCaprio, Daniel Craig",Mexico,Spanish,2021,2022-03-12,PG-13,143 min,143.0,,,7.8,63,727,80.0,Dharma Productions,0,0,"When soldier meets a charming stranger, their lives turn upside down."
s7331,Echoes,Movie,Disney+,Drama,Drama,Ryan Cameron,"Florence Pugh, Noah Schnapp, Antonio Banderas, Ryan Reynolds, Aamir Khan",United States,English,2020,2023-05-18,Not Rated,134 min,134.0,,,7.6,65,1063,4.9,Marvel Studios,1,1,"When teacher loses everything, they embark on a journey to rebuild her life."
s7332,Paradox,Movie,Hulu,Drama,"Drama, Animation, War",Jordan Almodóvar,"Cate Blanchett, Sakura Ando, Antonio Banderas, Amitabh Bachchan",United Kingdom,English,1994,1996-06-10,R,119 min,119.0,,,7.8,83,6874,30.1,Yash Raj Films,0,9,"When doctor loses everything, they embark on a journey to rebuild her life."
s7333,Beyond Forever,Movie,Amazon Prime Video,Action,"Action, Crime",Ava Prince-Bythewood,"Tom Hanks, Scarlett Johansson, Idris Elba, Jenna Ortega, Amitabh Bachchan",Spain,Spanish,2023,2025-12-14,R,92 min,92.0,,,6.7,59,986,24.3,MRC,0,1,A former hitman is pulled back into action when a deadly accident.
s7334,Severance,TV Show,Netflix,Drama,"Drama, Sci-Fi",Jordan Almodóvar,"Jenna Ortega, Park Seo-joon",United States,English,2004,2005-07-13,TV-MA,2 Seasons,,2.0,12.0,6.6,63,10364,,Excel Entertainment,0,19,"When mother loses everything, they embark on a journey to rebuild her life."
s7335,The Night Agent: Legacy,TV Show,Disney+,Animation,"Animation, Crime",Taika Fincher,"Kim Soo-hyun, Zendaya, Emma Thompson, Ken Watanabe",India,Hindi,2021,2023-03-11,TV-MA,1 Season,,1.0,6.0,6.7,74,3145,,Pixar,1,7,"When doctor loses everything, they embark on a journey to find redemption."
s7336,The Lincoln Lawyer,TV Show,Amazon Prime Video,Drama,"Drama, Sci-Fi",Martin Villeneuve,"Kim Soo-hyun, Millie Bobby Brown, Zendaya",Spain,Spanish,1985,1987-03-16,TV-MA,5 Seasons,,5.0,60.0,5.9,67,21545,,T-Series,0,15,A musician must confront his past while trying to save those he loves.
s7337,Between Lives,Movie,Paramount+,Drama,"Drama, War",,"Emma Thompson, Pedro Pascal",Germany,German,1999,2003-10-25,PG-13,68 min,68.0,,,7.5,74,2062,2.5,Marvel Studios,0,4,"When mother loses everything, they embark on a journey to rebuild her life."
s7338,The Last of Us,TV Show,Amazon Prime Video,Kids,"Kids, Crime",Anurag Coogler,"Denzel Washington, Song Kang-ho, Ayaka Miyoshi, IU",United States,English,2016,2016-05-02,TV-14,1 Season,,1.0,22.0,5.5,61,54546,,Warner Bros,0,48,"As a shocking revelation unfolds, journalist discovers a hidden truth."
s7339,Eclipse,Movie,Netflix,Drama,"Drama, Crime",Barry del Toro,"Paul Mescal, Will Smith, Deepika Padukone, Angelina Jolie",India,Hindi,2019,2020-11-25,PG-13,113 min,113.0,,,5.4,62,1724,5.1,Lucasfilm,0,2,"As a shocking revelation unfolds, doctor discovers his true identity."
s7340,In the Heart of Winter,Movie,Netflix,Fantasy,"Fantasy, Mystery",Bong Peele,"Pedro Pascal, Ayaka Miyoshi, Hiroyuki Sanada, Jennifer Lawrence",United States,English,2016,2016-10-27,R,106 min,106.0,,,6.3,60,9705,25.3,Apple Studios,0,12,"When musician loses everything, they embark on a journey to uncover the truth."
s7341,Severance,TV Show,HBO Max,Comedy,"Comedy, Mystery",David Spielberg,"Park Seo-joon, Kim Soo-hyun",United Kingdom,English,2011,2012-06-16,TV-14,1 Season,,1.0,16.0,6.6,67,7956,,Red Chillies Entertainment,0,18,"When teacher meets a charming stranger, their lives turn upside down."
s7342,The Sandman,TV Show,Amazon Prime Video,Drama,Drama,,"Denzel Washington, Marion Cotillard, Robert De Niro",United States,English,2022,2024-03-04,TV-PG,2 Seasons,,2.0,20.0,8.1,70,17044,,A24,0,28,A musician must confront moral dilemmas while risking everything.
s7343,Beyond the Horizon,Movie,Amazon Prime Video,Fantasy,"Fantasy, Mystery",Rajkumar Hirani,"Emma Thompson, Paul Mescal, Shah Rukh Khan, Nicole Kidman, Scarlett Johansson",Japan,Japanese,2025,2026-03-17,PG-13,108 min,108.0,,,5.2,61,168074,85.7,DreamWorks,0,134,"As a mysterious disappearance unfolds, criminal discovers his true identity."
s7344,Eclipse,Movie,Amazon Prime Video,Drama,Drama,,"Nicole Kidman, Idris Elba, Tom Hanks",Spain,Spanish,2019,2022-06-02,PG-13,86 min,86.0,,,3.3,32,1871,12.2,Bad Robot,0,3,"When artist loses everything, they embark on a journey to rebuild her life."
s7345,The Marvelous Mrs,TV Show,Hulu,Comedy,"Comedy, Crime",,"Kareena Kapoor, Brad Pitt",South Korea,Korean,2020,2020-04-01,TV-MA,1 Season,,1.0,6.0,7.7,75,3929,,Pixar,1,5,A criminal accidentally a shocking revelation and hilarity ensues.
s7346,When Night Comes,Movie,Crunchyroll,Action,"Action, War",Christopher Tarantino,"Zendaya, Florence Pugh, Aamir Khan, Tom Hanks",Thailand,Thai,1986,1986-10-05,PG-13,130 min,130.0,,,8.1,81,153805,31.6,Universal Pictures,2,238,A former hitman is pulled back into action when a shocking revelation.
s7347,A Silent Echo,Movie,Disney+,Drama,Drama,,"Masami Nagasawa, Scarlett Johansson, Cate Blanchett",France,French,2023,2025-10-18,PG-13,151 min,151.0,,,8.0,72,8059,14.1,Apple Studios,0,11,"When musician loses everything, they embark on a journey to rebuild her life."
